nohup: ignoring input
pybullet build time: May 20 2022 19:44:17
Iteration 1 took 4.88 seconds (mean sampled reward: -870.40). Current reward after update: -704.16, Optimal reward -704.16
Iteration 42 took 4.64 seconds (mean sampled reward: -799.32). Current reward after update: -418.89, Optimal reward -418.89
Iteration 43 took 4.76 seconds (mean sampled reward: -755.83). Current reward after update: -406.36, Optimal reward -406.36
Iteration 44 took 4.63 seconds (mean sampled reward: -837.15). Current reward after update: -421.29, Optimal reward -406.36
Iteration 45 took 4.79 seconds (mean sampled reward: -807.34). Current reward after update: -393.90, Optimal reward -393.90
Iteration 46 took 4.80 seconds (mean sampled reward: -796.14). Current reward after update: -490.38, Optimal reward -393.90
Iteration 47 took 4.78 seconds (mean sampled reward: -791.63). Current reward after update: -374.03, Optimal reward -374.03
Iteration 48 took 4.72 seconds (mean sampled reward: -774.77). Current reward after update: -420.52, Optimal reward -374.03
Iteration 49 took 4.60 seconds (mean sampled reward: -762.50). Current reward after update: -435.10, Optimal reward -374.03
Iteration 50 took 4.58 seconds (mean sampled reward: -758.83). Current reward after update: -406.68, Optimal reward -374.03
Iteration 51 took 4.76 seconds (mean sampled reward: -759.14). Current reward after update: -388.26, Optimal reward -374.03
Iteration 52 took 4.79 seconds (mean sampled reward: -782.82). Current reward after update: -417.14, Optimal reward -374.03
Iteration 53 took 4.77 seconds (mean sampled reward: -766.47). Current reward after update: -368.56, Optimal reward -368.56
Iteration 54 took 4.84 seconds (mean sampled reward: -755.54). Current reward after update: -426.23, Optimal reward -368.56
Iteration 55 took 4.55 seconds (mean sampled reward: -805.24). Current reward after update: -477.07, Optimal reward -368.56
Iteration 56 took 4.70 seconds (mean sampled reward: -788.52). Current reward after update: -428.33, Optimal reward -368.56
Iteration 57 took 4.79 seconds (mean sampled reward: -764.19). Current reward after update: -457.66, Optimal reward -368.56
Iteration 58 took 4.71 seconds (mean sampled reward: -774.09). Current reward after update: -404.07, Optimal reward -368.56
Iteration 59 took 4.90 seconds (mean sampled reward: -775.67). Current reward after update: -433.77, Optimal reward -368.56
Iteration 60 took 4.87 seconds (mean sampled reward: -740.36). Current reward after update: -407.96, Optimal reward -368.56
Iteration 61 took 4.89 seconds (mean sampled reward: -743.95). Current reward after update: -406.76, Optimal reward -368.56
Iteration 62 took 4.87 seconds (mean sampled reward: -775.08). Current reward after update: -423.90, Optimal reward -368.56
Iteration 63 took 4.87 seconds (mean sampled reward: -756.82). Current reward after update: -403.38, Optimal reward -368.56
Iteration 64 took 4.82 seconds (mean sampled reward: -752.73). Current reward after update: -378.45, Optimal reward -368.56
Iteration 65 took 4.67 seconds (mean sampled reward: -799.74). Current reward after update: -457.52, Optimal reward -368.56
Iteration 66 took 4.70 seconds (mean sampled reward: -794.35). Current reward after update: -448.46, Optimal reward -368.56
Iteration 67 took 4.67 seconds (mean sampled reward: -795.74). Current reward after update: -418.54, Optimal reward -368.56
Iteration 68 took 4.52 seconds (mean sampled reward: -793.88). Current reward after update: -421.20, Optimal reward -368.56
Iteration 69 took 4.68 seconds (mean sampled reward: -778.63). Current reward after update: -466.73, Optimal reward -368.56
Iteration 70 took 4.77 seconds (mean sampled reward: -777.04). Current reward after update: -418.17, Optimal reward -368.56
Iteration 71 took 4.67 seconds (mean sampled reward: -768.36). Current reward after update: -396.88, Optimal reward -368.56
Iteration 72 took 4.78 seconds (mean sampled reward: -771.58). Current reward after update: -385.50, Optimal reward -368.56
Iteration 73 took 4.87 seconds (mean sampled reward: -805.11). Current reward after update: -467.67, Optimal reward -368.56
Iteration 74 took 4.97 seconds (mean sampled reward: -839.10). Current reward after update: -429.68, Optimal reward -368.56
Iteration 75 took 4.82 seconds (mean sampled reward: -807.02). Current reward after update: -411.63, Optimal reward -368.56
Iteration 76 took 4.71 seconds (mean sampled reward: -797.57). Current reward after update: -446.97, Optimal reward -368.56
Iteration 77 took 4.83 seconds (mean sampled reward: -757.40). Current reward after update: -408.37, Optimal reward -368.56
Iteration 78 took 4.84 seconds (mean sampled reward: -765.30). Current reward after update: -443.90, Optimal reward -368.56
Iteration 79 took 4.87 seconds (mean sampled reward: -782.64). Current reward after update: -381.73, Optimal reward -368.56
Iteration 80 took 4.91 seconds (mean sampled reward: -838.47). Current reward after update: -403.60, Optimal reward -368.56
Iteration 81 took 4.85 seconds (mean sampled reward: -782.82). Current reward after update: -390.61, Optimal reward -368.56
Iteration 82 took 4.82 seconds (mean sampled reward: -752.66). Current reward after update: -392.16, Optimal reward -368.56
Iteration 83 took 4.72 seconds (mean sampled reward: -780.80). Current reward after update: -421.16, Optimal reward -368.56
Iteration 84 took 4.70 seconds (mean sampled reward: -802.98). Current reward after update: -390.88, Optimal reward -368.56
Iteration 85 took 4.87 seconds (mean sampled reward: -804.88). Current reward after update: -421.59, Optimal reward -368.56
Iteration 86 took 4.69 seconds (mean sampled reward: -807.51). Current reward after update: -469.15, Optimal reward -368.56
Iteration 87 took 4.61 seconds (mean sampled reward: -820.72). Current reward after update: -430.91, Optimal reward -368.56
Iteration 88 took 4.63 seconds (mean sampled reward: -837.61). Current reward after update: -436.75, Optimal reward -368.56
Iteration 89 took 4.72 seconds (mean sampled reward: -778.76). Current reward after update: -393.06, Optimal reward -368.56
Iteration 90 took 4.94 seconds (mean sampled reward: -809.98). Current reward after update: -402.68, Optimal reward -368.56
Iteration 91 took 4.70 seconds (mean sampled reward: -803.25). Current reward after update: -416.82, Optimal reward -368.56
Iteration 92 took 4.75 seconds (mean sampled reward: -803.20). Current reward after update: -408.53, Optimal reward -368.56
Iteration 93 took 4.79 seconds (mean sampled reward: -854.65). Current reward after update: -414.70, Optimal reward -368.56
Iteration 94 took 4.77 seconds (mean sampled reward: -828.16). Current reward after update: -420.40, Optimal reward -368.56
Iteration 95 took 4.64 seconds (mean sampled reward: -805.19). Current reward after update: -404.39, Optimal reward -368.56
Iteration 96 took 4.63 seconds (mean sampled reward: -819.37). Current reward after update: -429.59, Optimal reward -368.56
Iteration 97 took 4.55 seconds (mean sampled reward: -848.09). Current reward after update: -432.30, Optimal reward -368.56
Iteration 98 took 4.54 seconds (mean sampled reward: -868.69). Current reward after update: -376.45, Optimal reward -368.56
Iteration 99 took 4.55 seconds (mean sampled reward: -805.06). Current reward after update: -396.62, Optimal reward -368.56
Iteration 100 took 4.61 seconds (mean sampled reward: -829.63). Current reward after update: -417.48, Optimal reward -368.56
Iteration 101 took 4.63 seconds (mean sampled reward: -780.98). Current reward after update: -417.13, Optimal reward -368.56
Iteration 102 took 4.65 seconds (mean sampled reward: -770.32). Current reward after update: -404.02, Optimal reward -368.56
Iteration 103 took 4.58 seconds (mean sampled reward: -754.14). Current reward after update: -422.04, Optimal reward -368.56
Iteration 104 took 4.60 seconds (mean sampled reward: -765.51). Current reward after update: -378.01, Optimal reward -368.56
Iteration 105 took 4.68 seconds (mean sampled reward: -775.63). Current reward after update: -371.76, Optimal reward -368.56
Iteration 106 took 4.63 seconds (mean sampled reward: -784.26). Current reward after update: -391.04, Optimal reward -368.56
Iteration 107 took 4.65 seconds (mean sampled reward: -788.90). Current reward after update: -413.38, Optimal reward -368.56
Iteration 108 took 4.64 seconds (mean sampled reward: -804.22). Current reward after update: -404.38, Optimal reward -368.56
Iteration 109 took 4.70 seconds (mean sampled reward: -799.31). Current reward after update: -380.98, Optimal reward -368.56
Iteration 110 took 4.66 seconds (mean sampled reward: -787.40). Current reward after update: -382.55, Optimal reward -368.56
Iteration 111 took 4.64 seconds (mean sampled reward: -792.53). Current reward after update: -429.45, Optimal reward -368.56
Iteration 112 took 4.75 seconds (mean sampled reward: -800.57). Current reward after update: -447.29, Optimal reward -368.56
Iteration 113 took 4.70 seconds (mean sampled reward: -780.79). Current reward after update: -363.47, Optimal reward -363.47
Iteration 114 took 4.63 seconds (mean sampled reward: -784.17). Current reward after update: -420.09, Optimal reward -363.47
Iteration 115 took 4.75 seconds (mean sampled reward: -811.27). Current reward after update: -476.36, Optimal reward -363.47
Iteration 116 took 4.56 seconds (mean sampled reward: -805.94). Current reward after update: -476.35, Optimal reward -363.47
Iteration 117 took 4.65 seconds (mean sampled reward: -796.59). Current reward after update: -469.55, Optimal reward -363.47
Iteration 118 took 4.60 seconds (mean sampled reward: -789.80). Current reward after update: -400.04, Optimal reward -363.47
Iteration 119 took 4.65 seconds (mean sampled reward: -767.91). Current reward after update: -404.11, Optimal reward -363.47
Iteration 120 took 4.66 seconds (mean sampled reward: -776.02). Current reward after update: -424.72, Optimal reward -363.47
Iteration 121 took 4.67 seconds (mean sampled reward: -761.54). Current reward after update: -423.66, Optimal reward -363.47
Iteration 122 took 4.63 seconds (mean sampled reward: -764.57). Current reward after update: -612.35, Optimal reward -363.47
Iteration 123 took 4.68 seconds (mean sampled reward: -735.76). Current reward after update: -389.55, Optimal reward -363.47
Iteration 124 took 4.78 seconds (mean sampled reward: -747.79). Current reward after update: -499.81, Optimal reward -363.47
Iteration 125 took 4.78 seconds (mean sampled reward: -776.82). Current reward after update: -405.51, Optimal reward -363.47
Iteration 126 took 4.75 seconds (mean sampled reward: -779.14). Current reward after update: -403.22, Optimal reward -363.47
Iteration 127 took 4.67 seconds (mean sampled reward: -776.42). Current reward after update: -420.53, Optimal reward -363.47
Iteration 128 took 4.54 seconds (mean sampled reward: -809.42). Current reward after update: -431.55, Optimal reward -363.47
Iteration 129 took 4.63 seconds (mean sampled reward: -808.78). Current reward after update: -425.63, Optimal reward -363.47
Iteration 130 took 4.68 seconds (mean sampled reward: -805.43). Current reward after update: -403.00, Optimal reward -363.47
Iteration 131 took 4.71 seconds (mean sampled reward: -815.30). Current reward after update: -431.14, Optimal reward -363.47
Iteration 132 took 4.64 seconds (mean sampled reward: -819.26). Current reward after update: -383.27, Optimal reward -363.47
Iteration 133 took 4.77 seconds (mean sampled reward: -831.55). Current reward after update: -399.42, Optimal reward -363.47
Iteration 134 took 4.69 seconds (mean sampled reward: -825.01). Current reward after update: -427.67, Optimal reward -363.47
Iteration 135 took 4.64 seconds (mean sampled reward: -772.78). Current reward after update: -392.31, Optimal reward -363.47
Iteration 136 took 4.65 seconds (mean sampled reward: -738.58). Current reward after update: -381.43, Optimal reward -363.47
Iteration 137 took 4.73 seconds (mean sampled reward: -736.34). Current reward after update: -400.78, Optimal reward -363.47
Iteration 138 took 4.66 seconds (mean sampled reward: -762.43). Current reward after update: -411.83, Optimal reward -363.47
Iteration 139 took 4.72 seconds (mean sampled reward: -806.34). Current reward after update: -391.42, Optimal reward -363.47
Iteration 140 took 4.72 seconds (mean sampled reward: -769.74). Current reward after update: -370.28, Optimal reward -363.47
Iteration 141 took 4.62 seconds (mean sampled reward: -878.73). Current reward after update: -416.83, Optimal reward -363.47
Iteration 142 took 4.55 seconds (mean sampled reward: -824.36). Current reward after update: -426.73, Optimal reward -363.47
Iteration 143 took 4.69 seconds (mean sampled reward: -798.81). Current reward after update: -409.19, Optimal reward -363.47
Iteration 144 took 4.68 seconds (mean sampled reward: -796.52). Current reward after update: -386.67, Optimal reward -363.47
Iteration 145 took 4.72 seconds (mean sampled reward: -751.47). Current reward after update: -374.88, Optimal reward -363.47
Iteration 146 took 4.75 seconds (mean sampled reward: -770.83). Current reward after update: -393.12, Optimal reward -363.47
Iteration 147 took 4.72 seconds (mean sampled reward: -753.57). Current reward after update: -386.70, Optimal reward -363.47
Iteration 148 took 4.69 seconds (mean sampled reward: -818.58). Current reward after update: -408.75, Optimal reward -363.47
Iteration 149 took 4.60 seconds (mean sampled reward: -845.92). Current reward after update: -424.40, Optimal reward -363.47
Iteration 150 took 4.67 seconds (mean sampled reward: -792.58). Current reward after update: -401.27, Optimal reward -363.47
Iteration 151 took 4.72 seconds (mean sampled reward: -782.78). Current reward after update: -490.24, Optimal reward -363.47
Iteration 152 took 4.80 seconds (mean sampled reward: -768.22). Current reward after update: -397.97, Optimal reward -363.47
Iteration 153 took 4.69 seconds (mean sampled reward: -829.60). Current reward after update: -395.87, Optimal reward -363.47
Iteration 154 took 4.67 seconds (mean sampled reward: -849.32). Current reward after update: -418.84, Optimal reward -363.47
Iteration 155 took 4.72 seconds (mean sampled reward: -859.08). Current reward after update: -415.74, Optimal reward -363.47
Iteration 156 took 4.70 seconds (mean sampled reward: -837.46). Current reward after update: -450.22, Optimal reward -363.47
Iteration 157 took 4.66 seconds (mean sampled reward: -848.92). Current reward after update: -422.46, Optimal reward -363.47
Iteration 158 took 4.64 seconds (mean sampled reward: -815.72). Current reward after update: -434.78, Optimal reward -363.47
Iteration 159 took 4.70 seconds (mean sampled reward: -847.94). Current reward after update: -461.34, Optimal reward -363.47
Iteration 160 took 4.62 seconds (mean sampled reward: -835.34). Current reward after update: -486.72, Optimal reward -363.47
Iteration 161 took 4.56 seconds (mean sampled reward: -928.41). Current reward after update: -449.93, Optimal reward -363.47
Iteration 162 took 4.65 seconds (mean sampled reward: -924.15). Current reward after update: -468.40, Optimal reward -363.47
Iteration 163 took 4.61 seconds (mean sampled reward: -898.03). Current reward after update: -838.03, Optimal reward -363.47
Iteration 164 took 4.60 seconds (mean sampled reward: -881.79). Current reward after update: -513.09, Optimal reward -363.47
Iteration 165 took 4.63 seconds (mean sampled reward: -929.03). Current reward after update: -516.22, Optimal reward -363.47
Iteration 166 took 4.60 seconds (mean sampled reward: -868.05). Current reward after update: -477.06, Optimal reward -363.47
Iteration 167 took 4.61 seconds (mean sampled reward: -876.47). Current reward after update: -513.19, Optimal reward -363.47
Iteration 168 took 4.58 seconds (mean sampled reward: -876.29). Current reward after update: -427.48, Optimal reward -363.47
Iteration 169 took 4.71 seconds (mean sampled reward: -876.96). Current reward after update: -450.10, Optimal reward -363.47
Iteration 170 took 4.65 seconds (mean sampled reward: -858.42). Current reward after update: -433.49, Optimal reward -363.47
Iteration 171 took 4.64 seconds (mean sampled reward: -893.72). Current reward after update: -521.52, Optimal reward -363.47
Iteration 172 took 4.62 seconds (mean sampled reward: -923.63). Current reward after update: -467.84, Optimal reward -363.47
Iteration 173 took 4.56 seconds (mean sampled reward: -891.66). Current reward after update: -482.46, Optimal reward -363.47
Iteration 174 took 4.59 seconds (mean sampled reward: -877.78). Current reward after update: -466.13, Optimal reward -363.47
Iteration 175 took 4.55 seconds (mean sampled reward: -904.63). Current reward after update: -520.40, Optimal reward -363.47
Iteration 176 took 4.58 seconds (mean sampled reward: -893.34). Current reward after update: -423.87, Optimal reward -363.47
Iteration 177 took 4.72 seconds (mean sampled reward: -850.71). Current reward after update: -515.72, Optimal reward -363.47
Iteration 178 took 4.68 seconds (mean sampled reward: -853.40). Current reward after update: -461.93, Optimal reward -363.47
Iteration 179 took 4.63 seconds (mean sampled reward: -831.77). Current reward after update: -544.44, Optimal reward -363.47
Iteration 180 took 4.63 seconds (mean sampled reward: -842.06). Current reward after update: -578.85, Optimal reward -363.47
Iteration 181 took 4.75 seconds (mean sampled reward: -835.66). Current reward after update: -522.18, Optimal reward -363.47
Iteration 182 took 4.64 seconds (mean sampled reward: -863.56). Current reward after update: -567.69, Optimal reward -363.47
Iteration 183 took 4.66 seconds (mean sampled reward: -851.69). Current reward after update: -527.10, Optimal reward -363.47
Iteration 184 took 4.61 seconds (mean sampled reward: -865.84). Current reward after update: -544.91, Optimal reward -363.47
Iteration 185 took 4.73 seconds (mean sampled reward: -851.49). Current reward after update: -535.18, Optimal reward -363.47
Iteration 186 took 4.64 seconds (mean sampled reward: -858.07). Current reward after update: -560.66, Optimal reward -363.47
Iteration 187 took 4.65 seconds (mean sampled reward: -865.80). Current reward after update: -553.97, Optimal reward -363.47
Iteration 188 took 4.74 seconds (mean sampled reward: -829.99). Current reward after update: -529.85, Optimal reward -363.47
Iteration 189 took 4.79 seconds (mean sampled reward: -847.83). Current reward after update: -527.53, Optimal reward -363.47
Iteration 190 took 4.76 seconds (mean sampled reward: -840.83). Current reward after update: -476.43, Optimal reward -363.47
Iteration 191 took 4.72 seconds (mean sampled reward: -861.17). Current reward after update: -453.12, Optimal reward -363.47
Iteration 192 took 4.64 seconds (mean sampled reward: -883.85). Current reward after update: -485.58, Optimal reward -363.47
Iteration 193 took 4.73 seconds (mean sampled reward: -913.44). Current reward after update: -596.72, Optimal reward -363.47
Iteration 194 took 4.69 seconds (mean sampled reward: -899.87). Current reward after update: -560.48, Optimal reward -363.47
Iteration 195 took 4.62 seconds (mean sampled reward: -867.82). Current reward after update: -582.72, Optimal reward -363.47
Iteration 196 took 4.70 seconds (mean sampled reward: -853.80). Current reward after update: -527.60, Optimal reward -363.47
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
